BOLD code,Frequency,,,
BOLD:ADY9552,2,,,
BOLD:ADY9582,7,,,
BOLD:ADY9643,28,,,
BOLD:ADY9680,4,,,
BOLD:ADY9751,1,,,
BOLD:ADY9971,7,,,
BOLD:ADY9986,8,,,
BOLD:ADZ0031,2,,,
BOLD:ADZ0151,7,,,
BOLD:ADZ0172,2,,,
BOLD:ADZ0251,3,,,
BOLD:ADZ0269,4,,,
BOLD:ADZ0497,1,,,
BOLD:ADZ0762,9,,,
BOLD:ADZ0847,10,,,
BOLD:ADZ0887,8,,,
BOLD:ADZ0918,2,,,
BOLD:ADZ0926,23,,,
BOLD:ADZ0935,4,,,
BOLD:ADZ1005,16,,,
BOLD:ADZ1073,1,,,
BOLD:ADZ1081,33,,,
BOLD:ADZ1098,2,,,
BOLD:ADZ1128,13,,,
BOLD:ADZ1246,31,,,
BOLD:ADZ1299,1,,,
BOLD:ADZ1355,1,,,
BOLD:ADZ1422,1,,,
BOLD:ADZ1564,1,,,
BOLD:ADZ2194,2,,,
BOLD:ADZ2902,9,,,
BOLD:ADZ3043,1,,,
BOLD:ADZ3064,1,,,
BOLD:ADZ3215,1,,,
BOLD:ADZ3425,28,,,
BOLD:ADZ3626,1,,,
BOLD:ADZ3845,1,,,
BOLD:ADZ3936,1,,,
BOLD:ADZ4139,1,,,
BOLD:ADZ4348,1,,,
BOLD:ADZ4440,2,,,
BOLD:ADZ4592,14,,,
BOLD:ADZ4851,7,,,
BOLD:ADZ5006,28,,,
BOLD:ADZ5091,1,,,
BOLD:ADZ5133,1,,,
BOLD:ADZ5761,35,,,
BOLD:ADZ5906,8,,,
BOLD:ADZ6008,1,,,
BOLD:ADZ6186,3,,,
BOLD:ADZ6405,114,,,
BOLD:ADZ6469,7,,,
BOLD:ADZ6720,3,,,
BOLD:ADZ7060,47,,,
BOLD:ADZ7263,1,,,
BOLD:ADZ7350,1,,,
BOLD:ADZ7419,1,,,
BOLD:ADZ7470,4,,,
BOLD:ADZ7483,1,,,
BOLD:ADZ7509,2,,,
BOLD:ADZ7642,2,,,
BOLD:ADZ7686,4,,,
BOLD:ADZ7903,1,,,
BOLD:ADZ8187,1,,,
BOLD:ADZ8260,3,,,
BOLD:ADZ8342,4,,,
BOLD:ADZ8350,2,,,
BOLD:ADZ8352,4,,,
BOLD:ADZ8353,5,,,
BOLD:ADZ8358,24,,,
BOLD:ADZ8363,2,,,
BOLD:ADZ8364,8,,,
BOLD:ADZ8365,27,,,
BOLD:ADZ8367,5,,,
BOLD:ADZ8373,1,,,
BOLD:ADZ8374,4,,,
BOLD:ADZ8384,2,,,
BOLD:ADZ8389,2,,,
BOLD:ADZ8390,3,,,
BOLD:ADZ8420,5,,,
BOLD:ADZ8428,10,,,
BOLD:ADZ8436,22,,,
BOLD:ADZ8439,1,,,
BOLD:ADZ8447,1,,,
BOLD:ADZ8455,4,,,
BOLD:ADZ8456,4,,,
BOLD:ADZ8480,2,,,
BOLD:ADZ8485,1,,,
BOLD:ADZ8488,37,,,
BOLD:ADZ8489,1,,,
BOLD:ADZ8490,3,,,
BOLD:ADZ8492,5,,,
BOLD:ADZ8496,2,,,
BOLD:ADZ8507,5,,,
BOLD:ADZ8508,9,,,
BOLD:ADZ8509,5,,,
BOLD:ADZ8521,4,,,
BOLD:ADZ8527,1,,,
BOLD:ADZ8528,4,,,
BOLD:ADZ8539,1,,,
BOLD:ADZ8550,5,,,
BOLD:ADZ8559,14,,,
BOLD:ADZ8565,1,,,
BOLD:ADZ8575,7,,,
BOLD:ADZ8578,1,,,
BOLD:ADZ8599,6,,,
BOLD:ADZ8605,1,,,
BOLD:ADZ8614,1,,,
BOLD:ADZ8626,3,,,
BOLD:ADZ8651,14,,,
BOLD:ADZ8652,1,,,
BOLD:ADZ8658,1,,,
BOLD:ADZ8675,4,,,
BOLD:ADZ8677,1,,,
BOLD:ADZ8717,2,,,
BOLD:ADZ8722,1,,,
BOLD:ADZ8733,7,,,
BOLD:ADZ8735,1,,,
BOLD:ADZ8741,7,,,
BOLD:ADZ8757,9,,,
BOLD:ADZ8761,1,,,
BOLD:ADZ8763,2,,,
BOLD:ADZ8771,8,,,
BOLD:ADZ8772,1,,,
BOLD:ADZ8773,7,,,
BOLD:ADZ8779,4,,,
BOLD:ADZ8790,14,,,
BOLD:ADZ8803,1,,,
BOLD:ADZ8804,2,,,
BOLD:ADZ8805,6,,,
BOLD:ADZ8820,10,,,
BOLD:ADZ8821,11,,,
BOLD:ADZ8827,7,,,
BOLD:ADZ8835,6,,,
BOLD:ADZ8843,24,,,
BOLD:ADZ8855,2,,,
BOLD:ADZ8857,4,,,
BOLD:ADZ8861,2,,,
BOLD:ADZ8864,6,,,
BOLD:ADZ8883,1,,,
BOLD:ADZ8893,3,,,
BOLD:ADZ8898,4,,,
BOLD:ADZ8903,3,,,
BOLD:ADZ8915,13,,,
BOLD:ADZ8920,89,,,
BOLD:ADZ8921,1,,,
BOLD:ADZ8928,3,,,
BOLD:ADZ8940,8,,,
BOLD:ADZ8965,5,,,
BOLD:ADZ8973,1,,,
BOLD:ADZ8979,1,,,
BOLD:ADZ8989,3,,,
BOLD:ADZ8990,1,,,
BOLD:ADZ8992,6,,,
BOLD:ADZ8993,36,,,
BOLD:ADZ9007,3,,,
BOLD:ADZ9015,1,,,
BOLD:ADZ9018,21,,,
BOLD:ADZ9020,4,,,
BOLD:ADZ9021,1,,,
BOLD:ADZ9048,5,,,
BOLD:ADZ9054,1,,,
BOLD:ADZ9066,3,,,
BOLD:ADZ9073,8,,,
BOLD:ADZ9075,1,,,
BOLD:ADZ9079,1,,,
BOLD:ADZ9082,157,,,
BOLD:ADZ9087,1,,,
BOLD:ADZ9091,1,,,
BOLD:ADZ9095,2,,,
BOLD:ADZ9096,3,,,
BOLD:ADZ9099,1,,,
BOLD:ADZ9100,2,,,
BOLD:ADZ9107,4,,,
BOLD:ADZ9125,10,,,
BOLD:ADZ9151,3,,,
BOLD:ADZ9165,15,,,
BOLD:ADZ9195,7,,,
BOLD:ADZ9198,25,,,
BOLD:ADZ9203,1,,,
BOLD:ADZ9206,1,,,
BOLD:ADZ9208,7,,,
BOLD:ADZ9215,2,,,
BOLD:ADZ9218,1,,,
BOLD:ADZ9250,1,,,
BOLD:ADZ9273,147,,,
BOLD:ADZ9275,5,,,
BOLD:ADZ9278,2,,,
BOLD:ADZ9286,7,,,
BOLD:ADZ9289,1,,,
BOLD:ADZ9291,1,,,
BOLD:ADZ9292,2,,,
BOLD:ADZ9302,1,,,
BOLD:ADZ9313,8,,,
BOLD:ADZ9318,1,,,
BOLD:ADZ9324,51,,,
BOLD:ADZ9326,6,,,
BOLD:ADZ9327,12,,,
BOLD:ADZ9329,68,,,
BOLD:ADZ9342,1,,,
BOLD:ADZ9359,4,,,
BOLD:ADZ9367,1,,,
BOLD:ADZ9377,1,,,
BOLD:ADZ9381,2,,,
BOLD:ADZ9385,2,,,
BOLD:ADZ9390,4,,,
BOLD:ADZ9410,1,,,
BOLD:ADZ9428,4,,,
BOLD:ADZ9444,5,,,
BOLD:ADZ9455,13,,,
BOLD:ADZ9463,4,,,
BOLD:ADZ9466,13,,,
BOLD:ADZ9467,20,,,
BOLD:ADZ9492,5,,,
BOLD:ADZ9493,2,,,
BOLD:ADZ9494,12,,,
BOLD:ADZ9512,3,,,
BOLD:ADZ9514,8,,,
BOLD:ADZ9534,4,,,
BOLD:ADZ9536,2,,,
BOLD:ADZ9558,2,,,
BOLD:ADZ9568,2,,,
BOLD:ADZ9569,1,,,
BOLD:ADZ9573,11,,,
BOLD:ADZ9590,2,,,
BOLD:ADZ9603,11,,,
BOLD:ADZ9608,1,,,
BOLD:ADZ9609,2,,,
BOLD:ADZ9619,6,,,
BOLD:ADZ9632,1,,,
BOLD:ADZ9649,15,,,
BOLD:ADZ9650,1,,,
BOLD:ADZ9655,2,,,
BOLD:ADZ9657,3,,,
BOLD:ADZ9664,4,,,
BOLD:ADZ9668,1,,,
BOLD:ADZ9676,11,,,
BOLD:ADZ9683,1,,,
BOLD:ADZ9685,3,,,
BOLD:ADZ9688,5,,,
BOLD:ADZ9689,1,,,
BOLD:ADZ9698,1,,,
BOLD:ADZ9699,1,,,
BOLD:ADZ9725,19,,,
BOLD:ADZ9731,15,,,
BOLD:ADZ9733,13,,,
BOLD:ADZ9747,5,,,
BOLD:ADZ9748,1,,,
BOLD:ADZ9752,4,,,
BOLD:ADZ9763,1,,,
BOLD:ADZ9769,3,,,
BOLD:ADZ9779,7,,,
BOLD:ADZ9791,3,,,
BOLD:ADZ9798,3,,,
BOLD:ADZ9800,1,,,
BOLD:ADZ9809,2,,,
BOLD:ADZ9823,8,,,
BOLD:ADZ9853,2,,,
BOLD:ADZ9857,8,,,
BOLD:ADZ9871,2,,,
BOLD:ADZ9874,1,,,
BOLD:ADZ9881,12,,,
BOLD:ADZ9886,1,,,
BOLD:ADZ9893,14,,,
BOLD:ADZ9897,23,,,
BOLD:ADZ9899,2,,,
BOLD:ADZ9932,1,,,
BOLD:ADZ9933,2,,,
BOLD:ADZ9934,1,,,
BOLD:ADZ9945,30,,,
BOLD:ADZ9947,21,,,
BOLD:ADZ9948,6,,,
BOLD:ADZ9958,1,,,
BOLD:ADZ9959,6,,,
BOLD:ADZ9981,2,,,
BOLD:ADZ9986,25,,,
BOLD:ADZ9994,3,,,
BOLD:ADZ9999,1,,,
BOLD:AEA0001,2,,,
BOLD:AEA0027,1,,,
BOLD:AEA0030,6,,,
BOLD:AEA0048,3,,,
BOLD:AEA0058,6,,,
BOLD:AEA0059,1,,,
BOLD:AEA0077,1,,,
BOLD:AEA0087,1,,,
BOLD:AEA0095,4,,,
BOLD:AEA0098,2,,,
BOLD:AEA0101,1,,,
BOLD:AEA0106,2,,,
BOLD:AEA0107,4,,,
BOLD:AEA0109,5,,,
BOLD:AEA0110,2,,,
BOLD:AEA0127,29,,,
BOLD:AEA0128,8,,,
BOLD:AEA0134,3,,,
BOLD:AEA0139,2,,,
BOLD:AEA0140,12,,,
BOLD:AEA0148,21,,,
BOLD:AEA0168,2,,,
BOLD:AEA0170,2,,,
BOLD:AEA0182,11,,,
BOLD:AEA0184,1,,,
BOLD:AEA0193,1,,,
BOLD:AEA0213,9,,,
BOLD:AEA0219,3,,,
BOLD:AEA0232,1,,,
BOLD:AEA0235,1,,,
BOLD:AEA0245,30,,,
BOLD:AEA0246,1,,,
BOLD:AEA0251,24,,,
BOLD:AEA0254,15,,,
BOLD:AEA0261,41,,,
BOLD:AEA0274,3,,,
BOLD:AEA0278,2,,,
BOLD:AEA0295,7,,,
BOLD:AEA0331,4,,,
BOLD:AEA0333,2,,,
BOLD:AEA0337,2,,,
BOLD:AEA0346,4,,,
BOLD:AEA0392,1,,,
BOLD:AEA0399,1,,,
BOLD:AEA0411,2,,,
BOLD:AEA0425,3,,,
BOLD:AEA0432,2,,,
BOLD:AEA0452,7,,,
BOLD:AEA0459,13,,,
BOLD:AEA0465,41,,,
BOLD:AEA0493,3,,,
BOLD:AEA0495,4,,,
BOLD:AEA0496,13,,,
BOLD:AEA0498,9,,,
BOLD:AEA0501,6,,,
BOLD:AEA0509,10,,,
BOLD:AEA0515,3,,,
BOLD:AEA0516,44,,,
BOLD:AEA0519,1,,,
BOLD:AEA0521,3,,,
BOLD:AEA0532,3,,,
BOLD:AEA0534,10,,,
BOLD:AEA0536,29,,,
BOLD:AEA0537,1,,,
BOLD:AEA0541,1,,,
BOLD:AEA0545,11,,,
BOLD:AEA0547,1,,,
BOLD:AEA0567,24,,,
BOLD:AEA0568,23,,,
BOLD:AEA0570,2,,,
BOLD:AEA0584,1,,,
BOLD:AEA0586,6,,,
BOLD:AEA0587,1,,,
BOLD:AEA0599,1,,,
BOLD:AEA0610,3,,,
BOLD:AEA0625,1,,,
BOLD:AEA0626,25,,,
BOLD:AEA0644,5,,,
BOLD:AEA0650,6,,,
BOLD:AEA0663,1,,,
BOLD:AEA0667,1,,,
BOLD:AEA0668,1,,,
BOLD:AEA0680,3,,,
BOLD:AEA0707,17,,,
BOLD:AEA0716,10,,,
BOLD:AEA0725,4,,,
BOLD:AEA0734,8,,,
BOLD:AEA0737,31,,,
BOLD:AEA0739,16,,,
BOLD:AEA0745,2,,,
BOLD:AEA0751,13,,,
BOLD:AEA0779,1,,,
BOLD:AEA0781,3,,,
BOLD:AEA0783,6,,,
BOLD:AEA0784,6,,,
BOLD:AEA0789,7,,,
BOLD:AEA0790,1,,,
BOLD:AEA0797,2,,,
BOLD:AEA0804,1,,,
BOLD:AEA0805,1,,,
BOLD:AEA0811,3,,,
BOLD:AEA0823,81,,,
BOLD:AEA0825,8,,,
BOLD:AEA0833,1,,,
BOLD:AEA0837,1,,,
BOLD:AEA0839,8,,,
BOLD:AEA0843,3,,,
BOLD:AEA0861,7,,,
BOLD:AEA0864,5,,,
BOLD:AEA0865,14,,,
BOLD:AEA0882,7,,,
BOLD:AEA0896,2,,,
BOLD:AEA0931,2,,,
BOLD:AEA0939,4,,,
BOLD:AEA0957,8,,,
BOLD:AEA0968,5,,,
BOLD:AEA0971,14,,,
BOLD:AEA0973,3,,,
BOLD:AEA0979,4,,,
BOLD:AEA0999,4,,,
BOLD:AEA1008,122,,,
BOLD:AEA1019,11,,,
BOLD:AEA1023,9,,,
BOLD:AEA1065,3,,,
BOLD:AEA1079,2,,,
BOLD:AEA1080,14,,,
BOLD:AEA1085,1,,,
BOLD:AEA1096,7,,,
BOLD:AEA1102,1,,,
BOLD:AEA1106,65,,,
BOLD:AEA1107,8,,,
BOLD:AEA1109,11,,,
BOLD:AEA1123,1,,,
BOLD:AEA1129,4,,,
BOLD:AEA1130,1,,,
BOLD:AEA1136,1,,,
BOLD:AEA1142,1,,,
BOLD:AEA1146,6,,,
BOLD:AEA1153,4,,,
BOLD:AEA1159,5,,,
BOLD:AEA1160,2,,,
BOLD:AEA1172,3,,,
BOLD:AEA1176,2,,,
BOLD:AEA1192,6,,,
BOLD:AEA1211,36,,,
BOLD:AEA1216,1,,,
BOLD:AEA1231,3,,,
BOLD:AEA1232,7,,,
BOLD:AEA1235,1,,,
BOLD:AEA1245,49,,,
BOLD:AEA1253,1,,,
BOLD:AEA1255,1,,,
BOLD:AEA1264,3,,,
BOLD:AEA1275,2,,,
BOLD:AEA1279,1,,,
BOLD:AEA1290,7,,,
BOLD:AEA1314,13,,,
BOLD:AEA1316,2,,,
BOLD:AEA1325,3,,,
BOLD:AEA1332,1,,,
BOLD:AEA1338,1,,,
BOLD:AEA1347,3,,,
BOLD:AEA1381,6,,,
BOLD:AEA1382,24,,,
BOLD:AEA1392,2,,,
BOLD:AEA1393,13,,,
BOLD:AEA1396,52,,,
BOLD:AEA1397,4,,,
BOLD:AEA1399,1,,,
BOLD:AEA1416,3,,,
BOLD:AEA1430,1,,,
BOLD:AEA1432,3,,,
BOLD:AEA1439,11,,,
BOLD:AEA1440,2,,,
BOLD:AEA1447,1,,,
BOLD:AEA1452,1,,,
BOLD:AEA1454,2,,,
BOLD:AEA1478,37,,,
BOLD:AEA1487,3,,,
BOLD:AEA1488,3,,,
BOLD:AEA1499,1,,,
BOLD:AEA1500,1,,,
BOLD:AEA1504,1,,,
BOLD:AEA1524,1,,,
BOLD:AEA1527,7,,,
BOLD:AEA1534,7,,,
BOLD:AEA1542,11,,,
BOLD:AEA1543,1,,,
BOLD:AEA1547,3,,,
BOLD:AEA1549,1,,,
BOLD:AEA1578,2,,,
BOLD:AEA1581,57,,,
BOLD:AEA1589,2,,,
BOLD:AEA1594,9,,,
BOLD:AEA1613,1,,,
BOLD:AEA1614,2,,,
BOLD:AEA1615,2,,,
BOLD:AEA1616,2,,,
BOLD:AEA1628,4,,,
BOLD:AEA1639,1,,,
BOLD:AEA1640,7,,,
BOLD:AEA1648,9,,,
BOLD:AEA1656,8,,,
BOLD:AEA1657,13,,,
BOLD:AEA1674,17,,,
BOLD:AEA1675,29,,,
BOLD:AEA1691,85,,,
BOLD:AEA1700,21,,,
BOLD:AEA1701,1,,,
BOLD:AEA1703,31,,,
BOLD:AEA1704,1,,,
BOLD:AEA1710,25,,,
BOLD:AEA1711,2,,,
BOLD:AEA1716,4,,,
BOLD:AEA1717,20,,,
BOLD:AEA1725,1,,,
BOLD:AEA1728,33,,,
BOLD:AEA1745,10,,,
BOLD:AEA1748,11,,,
BOLD:AEA1749,2,,,
BOLD:AEA1756,54,,,
BOLD:AEA1763,1,,,
BOLD:AEA1773,11,,,
BOLD:AEA1775,9,,,
BOLD:AEA1776,4,,,
BOLD:AEA1777,7,,,
BOLD:AEA1778,1,,,
BOLD:AEA1794,8,,,
BOLD:AEA1807,5,,,
BOLD:AEA1821,3,,,
BOLD:AEA1822,1,,,
BOLD:AEA1831,1,,,
BOLD:AEA1834,1,,,
BOLD:AEA1846,8,,,
BOLD:AEA1852,10,,,
BOLD:AEA1871,11,,,
BOLD:AEA1876,3,,,
BOLD:AEA1895,15,,,
BOLD:AEA1896,1,,,
BOLD:AEA1897,23,,,
BOLD:AEA1920,4,,,
BOLD:AEA1928,10,,,
BOLD:AEA1966,1,,,
BOLD:AEA1970,4,,,
BOLD:AEA1994,7,,,
BOLD:AEA1996,5,,,
BOLD:AEA2006,6,,,
BOLD:AEA2007,1,,,
BOLD:AEA2022,11,,,
BOLD:AEA2032,1,,,
BOLD:AEA2033,53,,,
BOLD:AEA2034,3,,,
BOLD:AEA2049,38,,,
BOLD:AEA2057,4,,,
BOLD:AEA2063,6,,,
BOLD:AEA2067,1,,,
BOLD:AEA2079,4,,,
BOLD:AEA2085,1,,,
BOLD:AEA2087,138,,,
BOLD:AEA2110,21,,,
BOLD:AEA2133,1,,,
BOLD:AEA2140,10,,,
BOLD:AEA2158,19,,,
BOLD:AEA2159,2,,,
BOLD:AEA2165,5,,,
BOLD:AEA2189,4,,,
BOLD:AEA2196,1,,,
BOLD:AEA2199,2,,,
BOLD:AEA2232,4,,,
BOLD:AEA2241,33,,,
BOLD:AEA2242,12,,,
BOLD:AEA2248,11,,,
BOLD:AEA2262,7,,,
BOLD:AEA2277,22,,,
BOLD:AEA2283,2,,,
BOLD:AEA2288,1,,,
BOLD:AEA2310,3,,,
BOLD:AEA2311,3,,,
BOLD:AEA2313,1,,,
BOLD:AEA2319,2,,,
BOLD:AEA2329,3,,,
BOLD:AEA2336,4,,,
BOLD:AEA2352,1,,,
BOLD:AEA2361,6,,,
BOLD:AEA2377,2,,,
BOLD:AEA2397,1,,,
BOLD:AEA2412,22,,,
BOLD:AEA2413,27,,,
BOLD:AEA2421,1,,,
BOLD:AEA2438,5,,,
BOLD:AEA2440,2,,,
BOLD:AEA2449,4,,,
BOLD:AEA2458,1,,,
BOLD:AEA2471,12,,,
BOLD:AEA2475,1,,,
BOLD:AEA2495,3,,,
BOLD:AEA2533,2,,,
BOLD:AEA2539,1,,,
BOLD:AEA2542,2,,,
BOLD:AEA2543,3,,,
BOLD:AEA2544,20,,,
BOLD:AEA2545,3,,,
BOLD:AEA2547,1,,,
BOLD:AEA2550,1,,,
BOLD:AEA2552,4,,,
BOLD:AEA2558,6,,,
BOLD:AEA2574,8,,,
BOLD:AEA2582,20,,,
BOLD:AEA2594,3,,,
BOLD:AEA2595,112,,,
BOLD:AEA2611,1,,,
BOLD:AEA2623,1,,,
BOLD:AEA2625,5,,,
BOLD:AEA2627,11,,,
BOLD:AEA2654,6,,,
BOLD:AEA2659,1,,,
BOLD:AEA2666,23,,,
BOLD:AEA2670,7,,,
BOLD:AEA2673,3,,,
BOLD:AEA2683,33,,,
BOLD:AEA2687,4,,,
BOLD:AEA2692,158,,,
BOLD:AEA2695,262,,,
BOLD:AEA2708,3,,,
BOLD:AEA2714,5,,,
BOLD:AEA2736,6,,,
BOLD:AEA2761,4,,,
BOLD:AEA2762,2,,,
BOLD:AEA2764,17,,,
BOLD:AEA2767,20,,,
BOLD:AEA2768,5,,,
BOLD:AEA2769,1,,,
BOLD:AEA2775,1,,,
BOLD:AEA2777,93,,,
BOLD:AEA2787,41,,,
BOLD:AEA2791,5,,,
BOLD:AEA2814,7,,,
BOLD:AEA2820,2,,,
BOLD:AEA2821,55,,,
BOLD:AEA2824,22,,,
BOLD:AEA2829,7,,,
BOLD:AEA2837,3,,,
BOLD:AEA2842,2,,,
BOLD:AEA2843,2,,,
BOLD:AEA2859,1,,,
BOLD:AEA2868,8,,,
BOLD:AEA2870,5,,,
BOLD:AEA2879,2,,,
BOLD:AEA2881,11,,,
BOLD:AEA2885,2,,,
BOLD:AEA2888,9,,,
BOLD:AEA2904,2,,,
BOLD:AEA2907,1,,,
BOLD:AEA2909,1,,,
BOLD:AEA2910,2,,,
BOLD:AEA2919,1,,,
BOLD:AEA2920,3,,,
BOLD:AEA2922,12,,,
BOLD:AEA2928,14,,,
BOLD:AEA2962,2,,,
BOLD:AEA2970,1,,,
BOLD:AEA2971,8,,,
BOLD:AEA2975,3,,,
BOLD:AEA2985,1,,,
BOLD:AEA3007,2,,,
BOLD:AEA3015,2,,,
BOLD:AEA3040,17,,,
BOLD:AEA3048,40,,,
BOLD:AEA3051,1,,,
BOLD:AEA3054,6,,,
BOLD:AEA3058,10,,,
BOLD:AEA3063,1,,,
BOLD:AEA3064,25,,,
BOLD:AEA3065,2,,,
BOLD:AEA3067,15,,,
BOLD:AEA3068,1,,,
BOLD:AEA3070,3,,,
BOLD:AEA3073,2,,,
BOLD:AEA3077,5,,,
BOLD:AEA3080,5,,,
BOLD:AEA3082,8,,,
BOLD:AEA3088,3,,,
BOLD:AEA3089,1,,,
BOLD:AEA3091,2,,,
BOLD:AEA3097,35,,,
BOLD:AEA3101,8,,,
BOLD:AEA3110,20,,,
BOLD:AEA3152,3,,,
BOLD:AEA3158,1,,,
BOLD:AEA3159,4,,,
BOLD:AEA3163,17,,,
BOLD:AEA3174,4,,,
BOLD:AEA3176,10,,,
BOLD:AEA3189,3,,,
BOLD:AEA3192,3,,,
BOLD:AEA3196,1,,,
BOLD:AEA3206,13,,,
BOLD:AEA3212,2,,,
BOLD:AEA3233,5,,,
BOLD:AEA3245,2,,,
BOLD:AEA3252,26,,,
BOLD:AEA3254,139,,,
BOLD:AEA3264,4,,,
BOLD:AEA3277,8,,,
BOLD:AEA3281,5,,,
BOLD:AEA3295,11,,,
BOLD:AEA3312,9,,,
BOLD:AEA3313,4,,,
BOLD:AEA3320,5,,,
BOLD:AEA3321,4,,,
BOLD:AEA3322,3,,,
BOLD:AEA3325,3,,,
BOLD:AEA3329,2,,,
BOLD:AEA3351,2,,,
BOLD:AEA3353,29,,,
BOLD:AEA3358,1,,,
BOLD:AEA3360,2,,,
BOLD:AEA3361,5,,,
BOLD:AEA3362,13,,,
BOLD:AEA3373,3,,,
BOLD:AEA3374,3,,,
BOLD:AEA3375,12,,,
BOLD:AEA3404,4,,,
BOLD:AEA3411,1,,,
BOLD:AEA3413,2,,,
BOLD:AEA3419,1,,,
BOLD:AEA3421,14,,,
BOLD:AEA3423,1,,,
BOLD:AEA3429,3,,,
BOLD:AEA3435,1,,,
BOLD:AEA3442,1,,,
BOLD:AEA3462,2,,,
BOLD:AEA3486,8,,,
BOLD:AEA3488,7,,,
BOLD:AEA3492,3,,,
BOLD:AEA3504,12,,,
BOLD:AEA3505,9,,,
BOLD:AEA3509,8,,,
BOLD:AEA3518,2,,,
BOLD:AEA3521,1,,,
BOLD:AEA3537,2,,,
BOLD:AEA3540,30,,,
BOLD:AEA3542,33,,,
BOLD:AEA3548,5,,,
BOLD:AEA3561,5,,,
BOLD:AEA3567,1,,,
BOLD:AEA3568,5,,,
BOLD:AEA3575,2,,,
BOLD:AEA3580,1,,,
BOLD:AEA3584,4,,,
BOLD:AEA3585,1,,,
BOLD:AEA3589,5,,,
BOLD:AEA3594,10,,,
BOLD:AEA3596,18,,,
BOLD:AEA3612,1,,,
BOLD:AEA3615,1,,,
BOLD:AEA3628,3,,,
BOLD:AEA3629,3,,,
BOLD:AEA3631,1,,,
BOLD:AEA3656,3,,,
BOLD:AEA3657,7,,,
BOLD:AEA3685,1,,,
BOLD:AEA3717,6,,,
BOLD:AEA3739,6,,,
BOLD:AEA3744,13,,,
BOLD:AEA3765,6,,,
BOLD:AEA3766,17,,,
BOLD:AEA3770,8,,,
BOLD:AEA3785,4,,,
BOLD:AEA3797,1,,,
BOLD:AEA3801,8,,,
BOLD:AEA3820,2,,,
BOLD:AEA3822,27,,,
BOLD:AEA3832,1,,,
BOLD:AEA3841,3,,,
BOLD:AEA3853,16,,,
BOLD:AEA3854,9,,,
BOLD:AEA3855,44,,,
BOLD:AEA3859,13,,,
BOLD:AEA3861,1,,,
BOLD:AEA3863,53,,,
BOLD:AEA3874,1,,,
BOLD:AEA3875,2,,,
BOLD:AEA3876,2,,,
BOLD:AEA3878,5,,,
BOLD:AEA3891,1,,,
BOLD:AEA3892,2,,,
BOLD:AEA3894,9,,,
BOLD:AEA3895,1,,,
BOLD:AEA3906,4,,,
BOLD:AEA3907,14,,,
BOLD:AEA3913,6,,,
BOLD:AEA3920,1,,,
BOLD:AEA3926,9,,,
BOLD:AEA3935,16,,,
BOLD:AEA3949,2,,,
BOLD:AEA3957,4,,,
BOLD:AEA3967,1,,,
BOLD:AEA3973,14,,,
BOLD:AEA3974,1,,,
BOLD:AEA3976,6,,,
BOLD:AEA4013,6,,,
BOLD:AEA4015,5,,,
BOLD:AEA4029,1,,,
BOLD:AEA4033,4,,,
BOLD:AEA4050,1,,,
BOLD:AEA4051,2,,,
BOLD:AEA4053,1,,,
BOLD:AEA4059,4,,,
BOLD:AEA4066,1,,,
BOLD:AEA4067,11,,,
BOLD:AEA4069,2,,,
BOLD:AEA4090,1,,,
BOLD:AEA4091,2,,,
BOLD:AEA4092,1,,,
BOLD:AEA4093,9,,,
BOLD:AEA4095,5,,,
BOLD:AEA4102,4,,,
BOLD:AEA4103,29,,,
BOLD:AEA4104,9,,,
BOLD:AEA4108,73,,,
BOLD:AEA4109,1,,,
BOLD:AEA4119,3,,,
BOLD:AEA4120,1,,,
BOLD:AEA4132,1,,,
BOLD:AEA4135,28,,,
BOLD:AEA4136,1,,,
BOLD:AEA4138,6,,,
BOLD:AEA4139,2,,,
BOLD:AEA4140,5,,,
BOLD:AEA4152,5,,,
BOLD:AEA4162,3,,,
BOLD:AEA4182,9,,,
BOLD:AEA4199,6,,,
BOLD:AEA4202,2,,,
BOLD:AEA4203,1,,,
BOLD:AEA4211,26,,,
BOLD:AEA4214,1,,,
BOLD:AEA4215,6,,,
BOLD:AEA4235,1,,,
BOLD:AEA4237,12,,,
BOLD:AEA4284,2,,,
BOLD:AEA4286,15,,,
BOLD:AEA4301,4,,,
BOLD:AEA4302,8,,,
BOLD:AEA4307,5,,,
BOLD:AEA4313,6,,,
BOLD:AEA4314,28,,,
BOLD:AEA4317,1,,,
BOLD:AEA4319,1,,,
BOLD:AEA4331,1,,,
BOLD:AEA4336,2,,,
BOLD:AEA4338,1,,,
BOLD:AEA4342,8,,,
BOLD:AEA4352,1,,,
BOLD:AEA4353,10,,,
BOLD:AEA4354,1,,,
BOLD:AEA4355,6,,,
BOLD:AEA4359,2,,,
BOLD:AEA4375,2,,,
BOLD:AEA4376,1365,,,
BOLD:AEA4384,2,,,
BOLD:AEA4392,4,,,
BOLD:AEA4401,3,,,
BOLD:AEA4402,3,,,
BOLD:AEA4405,2,,,
BOLD:AEA4417,1,,,
BOLD:AEA4422,1,,,
BOLD:AEA4426,5,,,
BOLD:AEA4441,20,,,
BOLD:AEA4443,1,,,
BOLD:AEA4446,27,,,
BOLD:AEA4472,2,,,
BOLD:AEA4517,6,,,
BOLD:AEA4518,3,,,
BOLD:AEA4519,1,,,
BOLD:AEA4524,29,,,
BOLD:AEA4531,1,,,
BOLD:AEA4546,2,,,
